*** This text file contains every unique word found within the old query
*** file. Each word is preceeded by a number, which represents the index
*** that when passed into the Dictionary.get() method, returns the
*** corresponding String. For fun, at the bottom of this file, there is a
*** giant block of text which shows how all of the words are stored as a
*** singular string within the Dictionary class. Happy reading!

285    |     3006471 | 6      | bkm
286    |     5014883 | 8      | black
287    |     7000945 | 7      | bladder
288    |     5004794 | 22     | blank
289    |     5004680 | 11     | blast
290    |     6000125 | 5      | blastn
291    |     5015770 | 5      | bleed
292    |     5006700 | 1      | blend
293    |     8011810 | 3      | blending
294    |     5006008 | 1      | blind
295    |     4018035 | 1      | blob
296    |     5002030 | 14     | block
297    |     5004921 | 15     | blood
298    |     8008877 | 18     | blowfish
299    |     3001643 | 81     | bls
300    |     4014686 | 5      | blue
301    |     4013678 | 6      | blum
302    |     4013768 | 1      | blur
303    |     4005995 | 6      | bm25
304    |     4010142 | 6      | body
305    |     4007226 | 1      | bogo
306    |     4008757 | 7      | boid
307    |     5010792 | 11     | boids
308    |     9013739 | 4      | boltzmann
309    |     4009102 | 1      | bone
310    |     4001678 | 120    | book
311    |     5002584 | 48     | books
312    |     8014336 | 1      | booksite
313    |     8002766 | 8      | boosting
314    |     5007440 | 1      | booth
315    |     9018831 | 1      | bootstrap
316    |     5006178 | 3      | borda
317    |     7014408 | 2      | boruvka
318    |     5005033 | 2      | bound
319    |     8009560 | 7      | bounding
320    |     5010022 | 7      | bowel
321    |     3009568 | 10     | box
322    |     2007438 | 8      | bp
323    |     3004527 | 7      | bph
324    |     5005452 | 1      | brady
325    |    15016367 | 1      | bradyarrhythmia
326    |    11000800 | 158    | bradycardia
327    |     5003805 | 13     | brain
328    |     6005962 | 2      | branch
329    |     7001409 | 11     | breadth
330    |     8011826 | 1      | breaking
331    |     9010263 | 15     | bresenham
332    |     5006889 | 3      | brian
333    |     7017532 | 1      | brigade
334    |    10017000 | 1      | brightness
335    |    10006141 | 10     | bronchitis
336    |     5018107 | 1      | bruce
337    |     7011259 | 11     | brugada
338    |     5006340 | 49     | brute
339    |     3012268 | 6      | bst
340    |     5014742 | 4      | btree
341    |     6000665 | 113    | bubble
342    |     7017270 | 1      | bubbles
343    |     6008964 | 10     | bucket
344    |     6003446 | 1      | buffer
345    |     5003164 | 22     | build
346    |     7018044 | 1      | builder
347    |     9005943 | 1      | buildheap
348    |     8006569 | 18     | building
349    |     6004881 | 10     | bundle
350    |     5014231 | 1      | burgs
351    |     8012465 | 8      | business
352    |     9010696 | 1      | butterfly
353    |     4008952 | 1      | byte
354    |     9010196 | 2      | byzantine
355    |     5018039 | 1      | bzip2
356    |     1000034 | 314    | c
357    |     3002695 | 26     | c++
358    |     5006744 | 20     | cache
359    |     7007016 | 11     | caching
360    |     3005599 | 1      | cad
361    |     6011090 | 7      | caesar
362    |     4006131 | 1      | calc
363    |     9005711 | 9      | calculate
364    |    11002235 | 11     | calculating
365    |    11007166 | 8      | calculation
366    |    12016435 | 1      | calculations
367    |    10001126 | 129    | calculator
368    |    11018313 | 1      | calculators
369    |     8018164 | 2      | calculus
370    |     4013330 | 1      | call
371    |     6000599 | 2      | canada
372    |    12011955 | 2      | cancellation
373    |    10015090 | 1      | cancelling
374    |     6012061 | 6      | cancer
375    |     5009052 | 7      | canny
376    |    16005133 | 1      | canonicalization
377    |     3004448 | 8      | cap
378    |     7010355 | 8      | captcha
379    |     4000671 | 72     | card
380    |     7002645 | 148    | cardiac
381    |    11011282 | 12     | cardiogenic
382    |    14013581 | 1      | cardiovascular
383    |    13004126 | 19     | cardioversion
384    |     5006276 | 26     | cards
385    |     4003303 | 26     | care
386    |     7017892 | 1      | careers
387    |     5002390 | 9      | carlo
388    |     6011602 | 5      | carpet
389    |     4004285 | 18     | cart
390    |     9014816 | 1      | cartesian
391    |     4012423 | 1      | case
392    |     5013987 | 4      | cases
393    |     4003899 | 7      | cast
394    |     5016236 | 1      | cast5
395    |     7007290 | 3      | casting
396    |     9018695 | 1      | catatonia
397    |     6011490 | 15     | causes
398    |     5010849 | 9      | cauti
399    |     3005002 | 6      | cbc
400    |     3011433 | 7      | cca
401    |     4009284 | 13     | cchd
402    |     5005754 | 8      | ccitt
403    |     2015684 | 1      | cd
404    |     3001657 | 45     | cdc
405    |     3017785 | 1      | cef
406    |     8018441 | 1      | cellular
407    |    11007177 | 3      | certificate
408    |    13018241 | 1      | certification
409    |     8009545 | 20     | cervical
410    |     9017045 | 1      | cessation
411    |     3012382 | 6      | cfd
412    |     4004830 | 20     | cfop
413    |     2014690 | 1      | cg
414    |     5002035 | 17     | chain
415    |     8018469 | 1      | chaining
416    |     4012861 | 1      | chan
417    |     6014034 | 1      | chance
418    |     6000296 | 38     | change
419    |     8013131 | 1      | changing
420    |     7015693 | 1      | channel
421    |     4002813 | 1      | chap
422    |    14010925 | 1      | characteristic
423    |    15003830 | 14     | characteristics
424    |     7012481 | 7      | charger
425    |     5007396 | 49     | chart
426    |     6001039 | 6      | charts
427    |     4017520 | 1      | chat
428    |     5001416 | 43     | cheat
429    |     9008414 | 5      | chebyshev
430    |     5001764 | 37     | check
431    |     7011517 | 9      | checker
432    |     8000449 | 48     | checksum
433    |     9014733 | 1      | chemistry
434    |     5006801 | 20     | chess
435    |     5002075 | 51     | chest
436    |     3004850 | 22     | chf
437    |     8010615 | 4      | cholesky
438    |    11014079 | 5      | cholesterol
439    |     6003664 | 6      | choose
440    |     5007524 | 4      | chord
441    |     9013603 | 1      | chromatic
442    |     7007644 | 13     | chronic
443    |     4014130 | 1      | cidp
444    |     4015466 | 1      | cinv
445    |     6001934 | 26     | cipher
446    |     9017222 | 1      | ciphering
447    |    10015510 | 2      | ciphertext
448    |     6002246 | 26     | circle
449    |     7018545 | 2      | circuit
450    |     8003438 | 2      | circular
451    |     5016050 | 1      | cisco
452    |     3015910 | 9      | ckd
453    |     3009677 | 8      | cky
454    |     6005577 | 7      | clabsi
455    |     5009169 | 8      | class
456    |     7014450 | 3      | classes
457    |     7013748 | 1      | classic
458    |    14004019 | 19     | classification
459    |    15017393 | 1      | classifications
460    |    10008463 | 10     | classifier
461    |     5018950 | 1      | clean
462    |     8012352 | 2      | cleaning
463    |     9000991 | 6      | cleansing
464    |     9006629 | 7      | clearance
465    |     8005319 | 21     | climbing
466    |     8008730 | 16     | clinical
467    |     8008956 | 6      | clipping
468    |     3003580 | 26     | cll
469    |     5010600 | 19     | clock
470    |     6010542 | 1      | closed
471    |     7018369 | 1      | closest
472    |     7007381 | 2      | closure
473    |     5006976 | 9      | cloud
474    |     3008793 | 2      | clr
475    |     4000078 | 40     | clrs
476    |     3016027 | 1      | cls
477    |     8014422 | 1      | clustalw
478    |     7006190 | 18     | cluster
479    |    10001630 | 143    | clustering
480    |     4008481 | 11     | cmll
481    |     3017162 | 1      | cnf
482    |     3010609 | 4      | cnn
483    |     4000796 | 165    | code
484    |     5009768 | 4      | codes
485    |     6001979 | 40     | coding
486    |     5008071 | 5      | codon
487    |    14011670 | 1      | coevolutionary
488    |     6010960 | 6      | coffee
489    |     4009004 | 8      | coin
490    |    10002410 | 8      | collection
491    |     9011436 | 3      | collision
492    |     6016927 | 3      | colony
493    |     5005343 | 13     | color
494    |     8004530 | 7      | coloring
495    |     8012902 | 6      | colorize
496    |     5015732 | 1      | colpo
497    |    10002014 | 16     | colposcopy
498    |     3000712 | 102    | com
499    |    11007052 | 6      | combination
500    |    13002294 | 1      | combinational
501    |    12000962 | 9      | combinations
502    |    13009532 | 10     | combinatorial
503    |    13016560 | 1      | combinatorics
504    |     9017609 | 1      | combining
505    |     7018477 | 1      | comment
506    |     6003536 | 48     | common
507    |    10010517 | 1      | companding
508    |     9013081 | 5      | companies
509    |     7008364 | 8      | company
510    |     7012294 | 3      | compare
511    |     9000368 | 1      | comparing
512    |    10004586 | 30     | comparison
513    |    11013550 | 2      | comparisons
514    |     8008310 | 4      | complete
515    |     7001972 | 20     | complex
516    |    12013034 | 5      | complexities
517    |    10000550 | 104    | complexity
518    |     9004908 | 14     | compliant
519    |    11011884 | 9      | complicated
520    |     8015458 | 2      | composer
521    |    11006460 | 20     | composition
522    |    11001470 | 166    | compression
523    |    11016619 | 1      | computation
524    |    13004171 | 13     | computational
525    |     7014692 | 1      | compute
526    |    11018212 | 1      | computehash
527    |     8001914 | 318    | computer
528    |     9005160 | 10     | computers
529    |     9000590 | 14     | computing
530    |     7009970 | 4      | concave
531    |     7005638 | 5      | concept
532    |    10005975 | 4      | congenital
533    |    12007462 | 1      | congruential
534    |     9001430 | 10     | conjugate
535    |     9009830 | 1      | connected
536    |     7004206 | 41     | conquer
537    |    10016828 | 1      | consistent
538    |     9000302 | 6      | construct
539    |     9015631 | 1      | container
540    |     7014299 | 5      | contest
541    |     9002698 | 5      | continued
542    |    10011348 | 1      | continuous
543    |     7018230 | 1      | contour
544    |    13008864 | 5      | contraception
545    |    13014539 | 5      | contraceptive
546    |     8012327 | 8      | contrast
547    |     7007888 | 45     | control
548    |    10013302 | 3      | controller
549    |    11013686 | 1      | controlling
550    |     8011726 | 1      | controls
551    |     8011269 | 13     | convatec
552    |    11003277 | 7      | convergence
553    |    10009917 | 12     | conversion
554    |     6001055 | 21     | convex
555    |    11005233 | 6      | convolution
556    |     8011305 | 1      | cookbook
557    |     4017716 | 1      | cool
558    |     6017847 | 1      | cooley
559    |     4000274 | 77     | copd
560    |     6006026 | 22     | cordic
561    |     4014105 | 2      | core
562    |     6009733 | 4      | corman
563    |     6001550 | 59     | cormen
564    |     6008280 | 10     | corner
565    |    10002749 | 5      | correction
566    |    11010491 | 8      | correctness
567    |     9013959 | 1      | corrector
568    |    11013252 | 8      | correlation
569    |     8015579 | 1      | cortical
570    |     4008517 | 20     | cost
571    |     5009398 | 13     | cough
572    |     7012458 | 1      | coulomb
573    |     5015164 | 1      | count
574    |     7008683 | 1      | counter
575    |     8009680 | 11     | counting
576    |     5000311 | 2      | cours
577    |     6004328 | 51     | course
578    |     8015003 | 4      | coursera
579    |     7004321 | 34     | courses
580    |     5017444 | 1      | cover
581    |     3011266 | 1      | cox
582    |     4017187 | 1      | cpap
583    |     9018254 | 1      | cplusplus
584    |     3011101 | 8      | cpp
585    |    12014919 | 3      | cppreference
586    |     3006973 | 53     | cpr
587    |     3006372 | 11     | cpu
588    |     5009403 | 4      | crash
589    |     3005751 | 12     | crc
590    |     5011977 | 1      | crc16
591    |     5009248 | 8      | crc32
592    |     4014862 | 1      | crc7
593    |     4018137 | 1      | crc8
594    |     6000956 | 166    | create
595    |     7004314 | 7      | created
596    |     8006776 | 42     | creating
597    |     8013841 | 1      | creative
598    |     7015761 | 8      | creator
599    |     6007371 | 33     | credit
600    |     8009187 | 6      | criteria
601    |     8018004 | 1      | critical
602    |     5011512 | 4      | crohn
603    |     5009269 | 9      | cross
604    |     8018866 | 1      | crossing
605    |     9006560 | 2      | crossover
606    |     5009625 | 1      | crypt
607    |    11015447 | 1      | cryptarithm
608    |     6005022 | 26     | crypto
609    |    14011116 | 3      | cryptocurrency
610    |    10005038 | 1      | cryptogram
611    |    13000261 | 58     | cryptographic
612    |    12005552 | 24     | cryptography
613    |    10017830 | 1      | cryptology
614    |     2003194 | 6      | cs
615    |     3008293 | 1      | css
616    |     2006686 | 6      | ct
617    |     4000064 | 2051   | cube
618    |     5008983 | 28     | cubes
619    |     5017539 | 2      | cubic
620    |     6014866 | 2      | cubing
621    |     7015186 | 3      | culling
622    |     7003213 | 105    | culture
623    |     8016758 | 1      | currency
624    |     7000763 | 8      | current
625    |     5005228 | 21     | curve
626    |     7005278 | 5      | cushing
627    |     5017677 | 1      | cusip
628    |     3004810 | 5      | cut
629    |     7011405 | 1      | cutting
630    |     6013352 | 1      | cuzick
631    |     3004359 | 38     | cvv
632    |     5003987 | 19     | cycle
633    |     3010396 | 8      | cyk
634    |     8012607 | 10     | cytology
635    |     1002774 | 38     | d
636    |     3017622 | 1      | dag
637    |     5017483 | 1      | daily
638    |     7016322 | 2      | dantzig
639    |     4018414 | 1      | dark
640    |     8001184 | 178    | dasgupta
641    |     4000987 | 412    | data
642    |     8005267 | 12     | database
643    |     4017218 | 2      | date
644    |     3002822 | 44     | day
645    |     3009967 | 6      | dct
646    |     3011256 | 10     | dda
647    |     2006205 | 14     | de
648    |     3006358 | 1      | dea
649    |     4004715 | 10     | dead
650    |     8012946 | 3      | deadlock
651    |     8018196 | 1      | debounce
652    |    10011469 | 1      | debouncing
653    |     5004671 | 5      | decay
654    |     7008371 | 12     | decimal
655    |     8004277 | 72     | decision
656    |     4006272 | 16     | deck
657    |     6009879 | 4      | decode
658    |     7018943 | 1      | decoder
659    |     8007682 | 2      | decoding
660    |    13011758 | 14     | decomposition
661    |    13017943 | 1      | decompression
662    |    13006013 | 9      | deconvolution
663    |     7002174 | 1      | decrypt
664    |     9018281 | 1      | decrypter
665    |    10007102 | 5      | decryption
666    |     7007690 | 5      | dedmore
667    |    13014368 | 2      | deduplication
668    |     4005958 | 37     | deep
669    |     9012037 | 1      | deepening
670    |     3001581 | 37     | def
671    |    10000505 | 1      | defenition
672    |     8009060 | 6      | deferred
673    |     4004665 | 1      | defi
674    |    10004455 | 5      | deficiency
675    |     6002517 | 337    | define
676    |     7004782 | 18     | defined
677    |     7008619 | 1      | defines
678    |    12008654 | 2      | definiteness
679    |    10000068 | 1481   | definition
680    |    11013164 | 9      | definitions
681    |     7008445 | 17     | deflate
682    |    15016127 | 1      | defragmentation
683    |     6016329 | 2      | dekker
684    |     6016554 | 1      | delete
685    |     5012476 | 7      | delta
686    |     6017806 | 1      | demand
687    |     4007344 | 6      | demo
688    |     5003682 | 5      | demos
689    |    11005425 | 7      | demosaicing
690    |     8012146 | 1      | dempster
691    |     9014579 | 2      | denoising
692    |    11011066 | 1      | denominator
693    |     7009106 | 1      | density
694    |    10005390 | 7      | dependency
695    |    10000897 | 38     | depression
696    |     5001264 | 29     | depth
697    |     5017245 | 1      | deque
698    |     7016078 | 1      | dequeue
699    |    10015543 | 4      | derivation
700    |     3000316 | 35     | des
701    |     7001376 | 22     | descent
702    |     8000912 | 9      | describe
703    |    11006492 | 4      | description
704    |     6000409 | 569    | design
705    |     8017647 | 1      | designer
706    |     9006849 | 10     | designing
707    |     9000400 | 72     | detection
708    |     8012013 | 1      | detector
709    |    11009791 | 4      | determinant
710    |     9009759 | 1      | determine
711    |    13001487 | 23     | deterministic
712    |     7011039 | 5      | deutsch
713    |     7007541 | 17     | develop
714    |     9001791 | 5      | developer
715    |    10009309 | 4      | developing
716    |    11008746 | 26     | development
717    |     9006964 | 1      | deviation
718    |     3010638 | 7      | dfa
719    |     3006863 | 39     | dfs
720    |     3017585 | 1      | dft
721    |     8001807 | 165    | diabetes
722    |     8009630 | 10     | diabetic
723    |     9001391 | 27     | diagnosis
724    |    10016638 | 3      | diagnostic
725    |     7008389 | 18     | diagram
726    |     8013294 | 2      | diameter
727    |     7005179 | 11     | diamond
728    |     8006318 | 10     | diarrhea
729    |    10006638 | 17     | dictionary
730    |     4000035 | 46     | diff
731    |    10010455 | 10     | difference
732    |    11015342 | 5      | differences
733    |     9003429 | 19     | different
734    |    15016696 | 1      | differentiation
735    |     9013612 | 1      | difficile
736    |     9002274 | 47     | difficult
737    |     6008526 | 16     | diffie
738    |     7005418 | 2      | diffing
739    |     6007511 | 41     | digest
740    |     5002040 | 28     | digit
741    |     7002889 | 22     | digital
742    |     8002307 | 426    | dijkstra
743    |    10018928 | 1      | dijkstra's
744    |    20001447 | 14     | dijkstra's_algorithm
745    |     9015525 | 1      | dijkstras
746    |     6016142 | 1      | dining
747    |    11016480 | 1      | diophantine
748    |     6016063 | 1      | direct
749    |     8004184 | 1      | directed
750    |     7000470 | 11     | disable
751    |     8000102 | 5      | discrete
752    |    14011318 | 1      | discrimination
753    |     7004153 | 13     | disease
754    |     8008198 | 7      | disjoint
755    |     4017655 | 1      | disk
756    |     8002466 | 40     | distance
757    |    11005244 | 16     | distributed
758    |    12015488 | 3      | distribution
759    |     9008581 | 6      | dithering
760    |     6004200 | 46     | divide
761    |     8008035 | 16     | dividing
762    |     8000719 | 375    | division
763    |     8018129 | 1      | divisive
764    |     7007040 | 2      | divisor
765    |     8013595 | 1      | divisors
766    |     9005927 | 8      | dizziness
767    |     2016174 | 2      | dj
768    |     4010377 | 4      | djay
769    |     3001088 | 68     | dka
770    |     2003674 | 7      | dm
771    |     3003691 | 10     | dma
772    |     3012865 | 8      | dna
773    |     3013874 | 1      | dnf
774    |     2001584 | 198    | do
775    |     3018063 | 1      | doa
776    |     7009142 | 1      | docking
777    |     8015961 | 1      | document
778    |    11013911 | 1      | documentary
779    |     4001693 | 174    | does
780    |     6017176 | 1      | dogleg
781    |     6004094 | 47     | domain
782    |     8002547 | 18     | doomsday
783    |     4018735 | 1      | dose
784    |     3016933 | 1      | dot
785    |     6013795 | 6      | double
786    |     6018435 | 1      | doubly
787    |     4017779 | 1      | down
788    |     8017138 | 1      | downhill
789    |     8002609 | 19     | download
790    |     2017544 | 1      | dp
791    |     2004385 | 1      | dr
792    |     6005222 | 7      | dragon
793    |     4016259 | 2      | draw
794    |     7006246 | 25     | drawing
795    |     4011002 | 1      | drip
796    |     4017673 | 1      | drug
797    |     5011548 | 5      | drugs
798    |     3006160 | 1      | dsa
799    |     3005741 | 17     | dsp
800    |     4018939 | 1      | dtmf
801    |     4012936 | 9      | dual
802    |     7000783 | 147    | dummies
803    |     9014008 | 1      | duplicate
804    |     5018559 | 1      | dutch
805    |     3013090 | 8      | dvt
806    |     3008632 | 1      | dx7
807    |     7010059 | 6      | dykstra
808    |     7004049 | 35     | dynamic
809    |     9017435 | 1      | dyspepsia
810    |     9012121 | 3      | dysphagia
811    |     9010230 | 4      | dysplasia
812    |     8012029 | 5      | dystocia
813    |     1012530 | 7      | e
814    |     5016584 | 1      | eagle
